"","sentence","polarity","source","stanford_sentiment_value","stanford_sentiment"
"1042","I wasn't the least bit interested.  ","0","dataset/imdb_labelled.txt","1","Negative"
"2614","Sorry, I will not be getting food from here anytime soon :(","0","dataset/yelp_labelled.txt","1","Negative"
"2628","Any grandmother can make a roasted chicken better than this one.","0","dataset/yelp_labelled.txt","1","Negative"
"1364","Definitely worth checking out.  ","1","dataset/imdb_labelled.txt","3","Positive"
"240","Do not make the same mistake as me.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"820","I would recommend it.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"1431","I hate writing bad reviews about films - especially those in which I really like the star - but this film is so bad I don't believe for one second that anyone could have been proud of it.  ","0","dataset/imdb_labelled.txt","1","Negative"
"2728","A FLY was in my apple juice.. A FLY!!!!!!!!","0","dataset/yelp_labelled.txt","E_vety","E_vety"
"862","It was a waste of my money.","0","dataset/amazon_cells_labelled.txt","0","Verynegative"
"1670","Then the film just dropped the ball.  ","0","dataset/imdb_labelled.txt","2","Neutral"
"1053","It's hard not to fall head-over-heels in love with that girl.  ","1","dataset/imdb_labelled.txt","1","Negative"
"2480","I LOVED it!","1","dataset/yelp_labelled.txt","3","Positive"
"1349","It's just lame.  ","0","dataset/imdb_labelled.txt","1","Negative"
"363","It is light, easy to use, and has very clear reception and transmission.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"2550","My boyfriend and I came here for the first time on a recent trip to Vegas and could not have been more pleased with the quality of food and service.","1","dataset/yelp_labelled.txt","1","Negative"
"983","don't waste your money.","0","dataset/amazon_cells_labelled.txt","0","Verynegative"
"2965","Del Taco is pretty nasty and should be avoided if possible.","0","dataset/yelp_labelled.txt","1","Negative"
"1064","I enjoyed reading this book to my children when they were little.  ","1","dataset/imdb_labelled.txt","3","Positive"
"2479","We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.","1","dataset/yelp_labelled.txt","3","Positive"
"1031","There are massive levels, massive unlockable characters... it's just a massive game.  ","1","dataset/imdb_labelled.txt","3","Positive"
"283","First of all, it doesn't wear well.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"2660","The atmosphere was great with a lovely duo of violinists playing songs we requested.","1","dataset/yelp_labelled.txt","3","Positive"
"2799","Mediocre food.","0","dataset/yelp_labelled.txt","1","Negative"
"2290","I hate to disagree with my fellow Yelpers, but my husband and I were so disappointed with this place.","0","dataset/yelp_labelled.txt","1","Negative"
"19","Works great!.","1","dataset/amazon_cells_labelled.txt","E_vety","E_vety"
"292","Don't buy it.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"1033","This is the kind of money that is wasted properly.  ","1","dataset/imdb_labelled.txt","1","Negative"
"1749","I'm a big fan of this series mostly due to Anne Rice's style, sensitivities and treatments.  ","1","dataset/imdb_labelled.txt","2","Neutral"
"1030","It is an insane game.  ","1","dataset/imdb_labelled.txt","3","Positive"
"1880","Dee Snider just plain sucks.  ","0","dataset/imdb_labelled.txt","1","Negative"
"1420","Only like 3 or 4 buildings used, a couple of locations MAYBE, & poor hummh!  ","0","dataset/imdb_labelled.txt","1","Negative"
"405","don't waste your money and time.","0","dataset/amazon_cells_labelled.txt","0","Verynegative"
"2602","We got sitting fairly fast, but, ended up waiting 40 minutes just to place our order, another 30 minutes before the food arrived.","0","dataset/yelp_labelled.txt","1","Negative"
"343","A PIECE OF JUNK THAT BROKE AFTER BEING ON MY PHONE FOR 2 DAYS!!!","0","dataset/amazon_cells_labelled.txt","1","Negative"
"321","I am also very happy with the price.","1","dataset/amazon_cells_labelled.txt","4","Verypositive"
"628","This phone might well be the worst I've ever had in any brand.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"2868","For sushi on the Strip, this is the place to go.","1","dataset/yelp_labelled.txt","1","Negative"
"882","Having trouble with volume.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"267","Returned 8 hours later.","0","dataset/amazon_cells_labelled.txt","2","Neutral"
"150","After 3 months, screen just went black all of a sudden.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"1945","However, after finally watching this film, I realized that not only had I had a closed mind to the brilliance it depicts, I also found myself watching it over and over again.  ","1","dataset/imdb_labelled.txt","2","Neutral"
"490","This results in the phone being either stuck at max volume or mute.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"701","Also, the phone doesn't seem to accept anything except CBR mp3s, preferably ripped by Windows Media Player.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"543","Perhaps my phone is defective, but people cannot hear me when I use this.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"1282","Again, lame.  ","0","dataset/imdb_labelled.txt","1","Negative"
"129","I've only had my bluetooth for a few weeks, but I really like it.","1","dataset/amazon_cells_labelled.txt","1","Negative"
"1332","For those that haven't seen it, don't waste your time!  ","0","dataset/imdb_labelled.txt","1","Negative"
"2682","Your staff spends more time talking to themselves than me.","0","dataset/yelp_labelled.txt","2","Neutral"
"1390",") What makes this story different are the terrific production values - faultless photography, composition and editing - the terrific casting - the underappreciated Brian Keith playing a bully Teddy - and vivid history.  ","1","dataset/imdb_labelled.txt","4","Verypositive"
"440","If you don't find it, too bad, as again the unit comes with one earpad only.I would not recommend this to anyone.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"228","I'm a bit disappointed.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"1791","As a courtroom drama, it's compelling, as an indictment on the American justice system, it's frightening.  ","1","dataset/imdb_labelled.txt","3","Positive"
"584","It plays louder than any other speaker of this size; the price is so low that most would think the quality is lacking, however, it's not.","1","dataset/amazon_cells_labelled.txt","0","Verynegative"
"1459","This gets a 1 out of 10, simply because there's nothing lower.  ","0","dataset/imdb_labelled.txt","1","Negative"
"2873","All in all an excellent restaurant highlighted by great service, a unique menu, and a beautiful setting.","1","dataset/yelp_labelled.txt","4","Verypositive"
"906","Not nearly as good looking as the AMAZON picture makes it look.","0","dataset/amazon_cells_labelled.txt","2","Neutral"
"2169","I've never been treated so bad.","0","dataset/yelp_labelled.txt","1","Negative"
"452","Portable and it works.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"890","It was that loud.Glad to say that the Plantronics 510 maintains a flawless connection to my cell and with no static during normal use.","1","dataset/amazon_cells_labelled.txt","1","Negative"
"2506","I would not recommend this place.","0","dataset/yelp_labelled.txt","1","Negative"
"1010","Loved the casting of Jimmy Buffet as the science teacher.  ","1","dataset/imdb_labelled.txt","3","Positive"
"1637","Jimmy Stewart is as ever a great hero for Hitchcock, the story rips along to its cool climax at an embassy function, but it lacks the brooding menace of Hitchcock's black and white, low-budget original.  ","1","dataset/imdb_labelled.txt","1","Negative"
"612","clipping this to your belt will deffinitely make you feel like 50 cent's up-and-coming.","1","dataset/amazon_cells_labelled.txt","1","Negative"
"54","This phone is pretty sturdy and I've never had any large problems with it.","1","dataset/amazon_cells_labelled.txt","1","Negative"
"2033","I found this place by accident and I could not be happier.","1","dataset/yelp_labelled.txt","1","Negative"
"406","I especially love the long battery life.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"1495","I really hope the team behind this movie makes more movies, and that they will continue to do so in their own, some kinda weird style.  ","1","dataset/imdb_labelled.txt","3","Positive"
"1139","I saw ""Mirrormask"" last night and it was an unsatisfactory experience.  ","0","dataset/imdb_labelled.txt","1","Negative"
"2343","The vegetables are so fresh and the sauce feels like authentic Thai.","1","dataset/yelp_labelled.txt","3","Positive"
"1962","Both actors truly understand and become their particular character, delivering a convincing, sincere performance.  ","1","dataset/imdb_labelled.txt","4","Verypositive"
"1452","Not frightening in the least, and barely comprehensible.  ","0","dataset/imdb_labelled.txt","1","Negative"
"2675","Awesome service and food.","1","dataset/yelp_labelled.txt","3","Positive"
"2321","The only downside is the service.","0","dataset/yelp_labelled.txt","2","Neutral"
"2088","All I have to say is the food was amazing!!!","1","dataset/yelp_labelled.txt","3","Positive"
"1338","By the time the pyromaniac waylaid the assistant I was bored and didn't care what happened next and so I switched off.  ","0","dataset/imdb_labelled.txt","1","Negative"
"266","Battery life is real good.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"865","But, in any case, the best part is, you can download these pictures to your laptop using IR, or even send pictures from your laptop to the phone.","1","dataset/amazon_cells_labelled.txt","1","Negative"
"2679","It's a great place and I highly recommend it.","1","dataset/yelp_labelled.txt","4","Verypositive"
"2560","I *heart* this place.","1","dataset/yelp_labelled.txt","3","Positive"
"2597","I got home to see the driest damn wings ever!","0","dataset/yelp_labelled.txt","3","Positive"
"1467","Whatever the producer was going for, he missed entirely.  ","0","dataset/imdb_labelled.txt","1","Negative"
"473","Disappointment.. I hate anything that goes in my ear.","0","dataset/amazon_cells_labelled.txt","E_vety","E_vety"
"1089","It is a true classic.  ","1","dataset/imdb_labelled.txt","4","Verypositive"
"1568","The CG opening sequence in space looked like it could have been created on Microsoft Slideshow for God's sake!  ","0","dataset/imdb_labelled.txt","1","Negative"
"1268","One of the best mexican movies ever!, and one of the less understood, even by mexican themselves, no matter how identified the should have felt with it.  ","1","dataset/imdb_labelled.txt","E_vety","E_vety"
"77","Do Not Buy for D807...wrongly advertised for D807.","0","dataset/amazon_cells_labelled.txt","2","Neutral"
"135","Buyer--Be Very Careful!!!!!.","0","dataset/amazon_cells_labelled.txt","E_vety","E_vety"
"1198","This movie is BAD.  ","0","dataset/imdb_labelled.txt","2","Neutral"
"2084","This place has it!","1","dataset/yelp_labelled.txt","3","Positive"
"1910","I don't understand how this garbage got on the shelves of the movie store, it's not even a real movie!  ","0","dataset/imdb_labelled.txt","1","Negative"
"159","And I just love the colors!","1","dataset/amazon_cells_labelled.txt","3","Positive"
"2208","The WORST EXPERIENCE EVER.","0","dataset/yelp_labelled.txt","2","Neutral"
"1375","If you see it, you should probably just leave it on the shelf.  ","0","dataset/imdb_labelled.txt","1","Negative"
